,Job Title,Company,Location,Experience,Salary,Link
685,Data Scientist,Notion Online Solutions,Noida,5-7 Yrs,20-35 Lacs PA,https://www.naukri.com/job-listings-data-scientist-notion-online-solutions-noida-5-to-7-years-201125024582
686,Gen AI Data scientist,Aphthartos Technologies,Hybrid - Gurugram,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-gen-ai-data-scientist-aphthartos-technologies-gurugram-5-to-10-years-181125026541
687,Data Scientist,Lykora Consulting,Mangaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-lykora-consulting-mangaluru-2-to-5-years-171125006199
688,Data Scientist-Computer Vision_Passport  mandatory,Leading IT Software Company,Bengaluru,9-12 Yrs,25-35 Lacs PA,https://www.naukri.com/job-listings-data-scientist-computer-vision-passport-mandatory-lib-cap-infotech-bengaluru-9-to-12-years-141125032269
689,Data Scientist - Product & Program Definition Transformation C2H,SuccessR Hrtech Pvt Ltd,"Pune, Chennai, Coimbatore",3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-product-program-definition-transformation-c2h-successr-hr-tech-pune-chennai-coimbatore-3-to-8-years-121125018142
690,Data Scientist,Vuca Consulting,"Hybrid - Noida, Gurugram, Bengaluru",4-9 Yrs,20-35 Lacs PA,https://www.naukri.com/job-listings-data-scientist-vuca-consulting-noida-gurugram-bengaluru-4-to-9-years-081125017334
691,Data Scientist,TeKpillar Services,Bengaluru,3-6 Yrs,5-13 Lacs PA,https://www.naukri.com/job-listings-data-scientist-tekpillar-bengaluru-3-to-6-years-221125008479
692,Data Analyst,Meera Hr Verticals,Pune(Senapati Bapat Road),1-3 Yrs,5-8.5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-meera-hr-verticals-pune-1-to-3-years-081225008681
693,Data Analyst,HackIT Technology &amp; Advisory Services,New Delhi,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-hackit-technology-amp-advisory-services-new-delhi-1-to-4-years-051225502506
694,Data Analyst,Naukri,Hyderabad,3-8 Yrs,20-27 Lacs PA,https://www.naukri.com/job-listings-data-analyst-naukri-hyderabad-3-to-8-years-091225031836
695,GDS Consulting - Data Analyst,EY,Hyderabad,8-13 Yrs,Not Disclosed,https://www.naukri.com/job-listings-gds-consulting-data-analyst-ernst-young-hyderabad-8-to-13-years-081225501957
696,Data Analyst,Fishin ',Hyderabad(Habsiguda),4-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-fishin-hyderabad-4-to-6-years-081225013219
697,Data Analyst,Iitjobs Inc.,Hyderabad,4-9 Yrs,6-16 Lacs PA,https://www.naukri.com/job-listings-data-analyst-iitjobs-inc-hyderabad-4-to-9-years-041225037449
698,Data Analyst,Pallavi Boduppal Educational Society,Hyderabad(Pocharam),3-5 Yrs,4.25-4.75 Lacs PA,https://www.naukri.com/job-listings-data-analyst-pallavi-boduppal-educational-society-hyderabad-3-to-5-years-041225019155
699,Data Analyst,Cognizant,Hyderabad,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-cognizant-hyderabad-5-to-10-years-261125013003
700,Data Analyst,Primo Tech,Mohali,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-primo-tech-mohali-1-to-3-years-281025501523
701,Data Analyst / APM,Playdawn Consulting,Bengaluru,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-apm-playdawn-consulting-bengaluru-4-to-9-years-250825500608
702,Data Analyst,Snapdeal,Gurugram,1-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-jasper-infotech-pvt-ltd-gurugram-1-to-6-years-221025507695
703,Data Analyst,Anheuser Busch InBev,Hybrid - Bengaluru,1-3 Yrs,4-5.5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-anheuser-busch-inbev-bengaluru-1-to-3-years-161125004157
704,Data Analyst,Info Edge,Noida,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-info-edge-noida-3-to-5-years-101125007027
705,Data Analyst,VNG Medical Innovation System,Mohali,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-vng-medical-innovation-system-mohali-1-to-3-years-300525500602
706,Data Analyst,UE Autotech (i),New Delhi,2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ue-autotech-new-delhi-2-to-6-years-291025500975
707,Data Analyst,Alcircle,Kolkata,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-alcircle-kolkata-1-to-3-years-290525502439
708,DATA ANALYST,Nutris Crop Solutions India,Satara,1-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-nutris-crop-solutions-india-pvt-ltd-satara-1-to-6-years-270525503903
709,Data Analyst,Kaba Group,New Delhi,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-kaba-infratech-pvt-ltd-new-delhi-2-to-5-years-270325503411
710,DATA ANALYST,Brain Insight,"Atpadi, Vellore",0-1 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-brain-insight-atpadi-vellore-0-to-1-years-260825503755
711,Data Analyst,Navkar Digital Institute,Ahmedabad,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-navkar-digital-institute-ahmedabad-1-to-4-years-250225500955
712,Data Analyst,VNJ Innovations Pvt.ltd,Ahmedabad,2-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-vnj-innovations-pvt-ltd-ahmedabad-2-to-6-years-241025502153
713,Data Analyst Course,Eduluk,New Delhi,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-course-eduluk-new-delhi-0-to-3-years-240725503929
714,Data Analyst,Facts N Data,Noida,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-facts-n-data-noida-3-to-6-years-230424501594
715,Data Analyst (Deployment),Legistify,Gurugram,0-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-deployment-legistify-gurugram-0-to-2-years-221124503740
716,Data Analyst,Legistify,Gurugram,0-1 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-legistify-gurugram-0-to-1-years-221124503733
717,Data Analyst,Esolution Point,Chennai,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-e-solution-point-chennai-1-to-3-years-171024502320
718,DATA ANALYST,Nutris Crop Solutions India,Satara,1-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-nutris-crop-solutions-india-pvt-ltd-satara-1-to-6-years-150525504303
719,Data Analyst,Ebizneeds (India) Internet Solutions Pvt. Ltd,Jaipur,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ebizneeds-india-internet-solutions-pvt-ltd-jaipur-0-to-3-years-140725501950
720,Data Analyst,TIC Fiber,Chennai,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-tic-fiber-chennai-3-to-6-years-110724502789
721,Data Analyst,Tattva Foundation,Lucknow,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-tattvafoundation-lucknow-1-to-4-years-050925506581
722,Data analyst,Inginit,Mumbai,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-inginit-mumbai-0-to-3-years-020925501272
723,Data Analyst,Admini Boosting Productivity,Siliguri,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-admini-boosting-productivity-siliguri-1-to-4-years-020725503605
724,Data Engineer,Hyderabad based MNC,Hyderabad,4-7 Yrs,12-20 Lacs PA,https://www.naukri.com/job-listings-data-engineer-sunaina-management-consultancy-hyderabad-4-to-7-years-081225025168
725,Fraud Data & Strategy Analyst,Proclink,"Hyderabad, Ahmedabad",2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-fraud-data-strategy-analyst-proclink-consulting-services-llp-hyderabad-ahmedabad-2-to-4-years-021225504087
726,Data Analyst,Techstar Software Development India Pvt Ltd,Hybrid - Hyderabad,7-12 Yrs,20-35 Lacs PA,https://www.naukri.com/job-listings-data-analyst-techstar-software-development-india-hyderabad-7-to-12-years-021225010648
727,Data Analyst,IntouchCX,Hyderabad,2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-24-7-intouch-hyderabad-2-to-3-years-221025507622
728,ETL Data Analyst,Cirruslabs,Hyderabad,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-etl-data-analyst-cirruslabs-private-limited-hyderabad-3-to-5-years-211125500374
729,Data Analyst,Cirruslabs,Hyderabad,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-cirruslabs-private-limited-hyderabad-3-to-5-years-201125504491
730,Data Visualisation Analyst,Pulsus Healthtech,Hyderabad,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-visualisation-analyst-pulsus-group-hyderabad-1-to-4-years-181125504673
731,Data Analyst,acesoft,"Hybrid - Hyderabad, Ahmedabad",4-8 Yrs,14-18 Lacs PA,https://www.naukri.com/job-listings-data-analyst-acesoft-labs-hyderabad-ahmedabad-4-to-8-years-121125036220
732,Data Analyst,IntouchCX,Hyderabad,2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-intouchcx-hyderabad-2-to-3-years-101125924633
733,Data Analyst,Cindrebay School Of Fashion & Interior Design,"Kochi, Kolkata, Kannur, Indore, Nagpur, Hyderabad, Pune, Lucknow, Kozhikode, Coimbatore, Bengaluru, Thiruvananthapuram",1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-cindrebay-school-of-fashion-interior-design-kochi-kolkata-kannur-indore-nagpur-hyderabad-pune-lucknow-kozhikode-coimbatore-bengaluru-thiruvananthapuram-1-to-4-years-061125502137
734,Data Analyst,Phenom Placement Consultancy,"Mumbai, Hyderabad",3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-phenom-placement-consultancy-mumbai-hyderabad-3-to-8-years-210123500297
735,Data Analyst,Fusion Plus Solutions Inc,Hyderabad,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-fusion-plus-solutions-inc-hyderabad-2-to-4-years-120225501240
736,External Data Analyst,Amgen Inc,Hyderabad,8-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-external-data-analyst-amgen-inc-hyderabad-8-to-10-years-111125940847
737,Data analyst,Fusion Plus Solutions Inc,Hyderabad,6-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-fusion-plus-solutions-inc-hyderabad-6-to-8-years-110225506810
738,Data Analyst,Fusion Plus Solutions Inc,Hyderabad,8-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-fusion-plus-solutions-inc-hyderabad-8-to-10-years-071024500615
739,Data Analyst,ABM Knowledgeware,"Guwahati, Dispur",5-10 Yrs,8-9.5 Lacs PA,https://www.naukri.com/job-listings-data-analyst-abm-knowledgeware-guwahati-dispur-5-to-10-years-101225015172
740,Data Analyst,Shree Ajit,Vapi,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-shree-ajit-vapi-2-to-4-years-091225018071
741,Data Analyst,J Mitra And Co,,,6-8 Lacs PA,https://www.naukri.com/job-listings-data-analyst-j-mitra-and-co-new-delhi-7-to-12-years-091225013876
742,Data Engineer,Indium Software,Hyderabad,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-indium-software-hyderabad-3-to-8-years-211125503545
743,Data Engineer,Accenture,Hyderabad,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-4-years-171125909930
744,Data Scientist,Amgen Inc,Hyderabad,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-horizon-therapeutics-hyderabad-3-to-5-years-300925500247
745,MIS-Executive,Aroh Foundation,"Chitrakoot, Hyderabad, Chennai",2-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-mis-executive-aroh-foundation-chitrakoot-hyderabad-chennai-2-to-3-years-291025501249
746,Growth Analyst,Saras Analytics,Hyderabad,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-growth-analyst-saras-analytics-hyderabad-3-to-5-years-260225502410
747,Data Engineer - SSIS and Tableau,Tech Stalwart Solution,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-ssis-and-tableau-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-250225501354
748,Data Scientist - Forecasting,Amgen Inc,Hyderabad,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-forecasting-amgen-inc-hyderabad-3-to-6-years-131125914616
749,Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-5-to-9-years-111125940380
750,Data Engineer,Amgen Inc,Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-amgen-inc-hyderabad-5-to-9-years-111125916972
751,Immediate Hiring || Data Engineer/Analyst (SQL+BI+Python),Motivity Labs,Hyderabad,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-immediate-hiring-data-engineer-analyst-sql-bi-python-motivity-labs-hyderabad-5-to-10-years-220625002877
752,Data Analyst,Refyne,Bengaluru,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-refyne-bengaluru-2-to-5-years-051225037637
753,Data Analyst,Engineered Seal Products (ESP),Chennai,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-esp-engineered-components-pvt-ltd-chennai-3-to-7-years-041225036763
754,Data Analyst,dt,Hyderabad,3-6 Yrs,3-8 Lacs PA,https://www.naukri.com/job-listings-data-analyst-orcapod-consulting-services-hyderabad-3-to-6-years-150225005334
755,Data Analyst,Sneha Synergy Solutions PVt Ltd,"Hyderabad, Bengaluru, Vadodara",1-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-sneha-synergy-hyderabad-bengaluru-vadodara-1-to-6-years-091225032928
756,Data Analyst (Guidewire InsuranceNow),RSK It Solutions,Remote,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-guidewire-insurancenow-rsk-it-solutions-hyderabad-4-to-9-years-091225000115
757,Data Analyst,Optum,Hybrid - Hyderabad,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-optum-hyderabad-3-to-6-years-081225026802
758,Data Analyst,Soul Ai,Kolkata,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-soul-ai-kolkata-2-to-4-years-271125914178
759,Data Analyst,Soul Ai,Bengaluru,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-soul-ai-bengaluru-2-to-4-years-261125925620
760,Data Analyst,Soul Ai,Remote,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-soul-ai-bengaluru-2-to-4-years-261125908702
761,Data Analyst,Soul Ai,Remote,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-soul-ai-mumbai-2-to-4-years-261125908665
762,Data Analyst,Soul Ai,Remote,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-soul-ai-kolkata-2-to-4-years-261125908660
763,Data Analyst,Soul Ai,Mumbai,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-soul-ai-mumbai-2-to-4-years-251125931419
764,Data Analyst,Soul Ai,Remote,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-soul-ai-delhi-2-to-4-years-251125909597
765,Data Analyst,H R D Diamond Institute,Mumbai (All Areas),3-5 Yrs,3-8 Lacs PA,https://www.naukri.com/job-listings-data-analyst-h-r-d-diamond-institute-mumbai-all-areas-3-to-5-years-171125013904
766,Data Analyst,Dhira Software Labs,Remote,3-8 Yrs,5-11 Lacs PA,https://www.naukri.com/job-listings-data-analyst-dhira-software-labs-delhi-ncr-3-to-8-years-041225033647
767,Data Analyst,Capgemini,"Hybrid - Chennai, Delhi / NCR, Mumbai (All Areas)",4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-capgemini-chennai-delhi-ncr-mumbai-all-areas-4-to-9-years-021225014173
768,Data Engineer/Analyst,Sledding Technologies,Remote,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-analyst-sledding-technologies-pvt-ltd-remote-1-to-3-years-150424500193
769,Data Engineer / Analyst,We Shine Academy,Chennai,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-analyst-we-shine-academic-chennai-0-to-3-years-080125502324
770,Data Engineer - ETL/Python,Leading Client,Hyderabad,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-etl-python-zorba-consulting-india-pvt-ltd-hyderabad-3-to-7-years-101225921072
771,Data Scientist,Capgemini,Hyderabad,4-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-capgemini-technology-services-india-limited-hyderabad-4-to-7-years-091225924123
772,Data Engineer,Accenture,Hyderabad,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-3-to-8-years-081225921074
773,FP&A Associate Analyst,Pepsico,Hyderabad,4-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-fp-a-associate-analyst-pepsico-global-business-services-india-llp-hyderabad-4-to-7-years-081225907725
774,Data Engineer,Virtusa,Hyderabad,7-11 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-virtusa-consulting-services-pvt-ltd-hyderabad-7-to-11-years-081225901378
775,Data Analyst,https://maddisoft.com/about/,"Hyderabad, Pune",7-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-maddisoft-solutions-hyderabad-pune-7-to-10-years-171025001137
776,Data Analyst,Pranatree Llc Bangalore,"Hyderabad, Chennai, Bengaluru",7-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-pranatree-llc-bangalore-hyderabad-chennai-bengaluru-7-to-12-years-081225022627
777,Data Analyst ( Bsc Any Non-Tech Graduate),CIELHR,Hyderabad,1-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-bsc-any-non-tech-graduate-ciel-hr-hyderabad-1-to-4-years-051225917892
778,Data Analyst L4,Wipro,Hyderabad,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-hyderabad-5-to-8-years-051225911871
779,Sensing Data Analyst,Geoconsultants India Services,Hyderabad,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-sensing-data-analyst-geoconsultants-india-services-hyderabad-2-to-4-years-051225502735
780,Data Analyst,Big 4,Hybrid - Hyderabad,5-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-anlage-infotech-hyderabad-5-to-9-years-051225023635
781,Data Analyst,EY,Hybrid - Hyderabad,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-ey-hyderabad-5-to-10-years-051225012012
782,Data Analyst,Apptad,"Warangal, Hyderabad, Nizamabad",5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-apptad-inc-warangal-hyderabad-nizamabad-5-to-10-years-041225500388
783,Data Analyst L4,Wipro,Hyderabad,5-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-hyderabad-5-to-8-years-031225927392
